lakeid,year4,gearid,spname,effort,total_caught
TR,2014,ELFISH,YELLOWPERCH,3,3
TR,2014,FYKNET,BLACKCRAPPIE,6,2
TR,2014,FYKNET,BLUNTNOSEMINNOW,6,1
TR,2014,FYKNET,GOLDENSHINER,6,2
TR,2014,FYKNET,LARGEMOUTHBASS,6,23
TR,2014,FYKNET,MIMICSHINER,6,37
TR,2014,FYKNET,ROCKBASS,6,5
TR,2014,FYKNET,SMALLMOUTHBASS,6,7
TR,2014,FYKNET,WHITESUCKER,6,36
TR,2014,TRAMML,SMALLMOUTHBASS,2,4
TR,2014,TRAMML,WHITESUCKER,2,6
TR,2014,VGN019,CISCO,2,5
TR,2014,VGN025,CISCO,2,346
TR,2014,VGN025,LAKETROUT,2,2
TR,2014,VGN032,CISCO,2,284
TR,2014,VGN038,CISCO,2,28
TR,2014,VGN038,LAKETROUT,2,1
TR,2014,VGN038,WALLEYE,2,1
TR,2014,VGN051,CISCO,2,11
TR,2014,VGN051,LAKETROUT,2,2
TR,2014,VGN051,LAKEWHITEFISH,2,2
TR,2014,VGN051,WALLEYE,2,3
TR,2014,VGN064,CISCO,2,10
TR,2014,VGN064,LAKETROUT,2,2
TR,2014,VGN064,WALLEYE,2,10
TR,2014,VGN089,LAKETROUT,2,3
TR,2014,VGN089,LAKEWHITEFISH,2,8
TR,2014,VGN089,WALLEYE,2,5
TR,2015,BSEINE,JOHNNYDARTER,12,3
TR,2015,BSEINE,MIMICSHINER,12,34
TR,2015,BSEINE,MOTTLEDSCULPIN,12,6
TR,2015,BSEINE,TROUTPERCH,12,2
TR,2015,BSEINE,YELLOWPERCH,12,35
TR,2015,ELFISH,GREATERREDHORSE,3,2
TR,2015,ELFISH,JOHNNYDARTER,3,2
TR,2015,ELFISH,LOGPERCH,3,2
TR,2015,ELFISH,MIMICSHINER,3,5
TR,2015,ELFISH,SMALLMOUTHBASS,3,4
TR,2015,ELFISH,TROUTPERCH,3,5
TR,2015,ELFISH,WALLEYE,3,57
TR,2015,ELFISH,YELLOWPERCH,3,35
TR,2015,FYKNET,BLACKCRAPPIE,6,1
TR,2015,FYKNET,BLUNTNOSEMINNOW,6,7
TR,2015,FYKNET,CREEKCHUB,6,1
TR,2015,FYKNET,GOLDENSHINER,6,4
TR,2015,FYKNET,JOHNNYDARTER,6,1
TR,2015,FYKNET,LARGEMOUTHBASS,6,5
TR,2015,FYKNET,LOGPERCH,6,2
TR,2015,FYKNET,MIMICSHINER,6,314
TR,2015,FYKNET,ROCKBASS,6,9
TR,2015,FYKNET,SMALLMOUTHBASS,6,16
TR,2015,FYKNET,WHITESUCKER,6,1
TR,2015,FYKNET,YELLOWPERCH,6,28
TR,2015,TRAMML,GREATERREDHORSE,2,1
TR,2015,TRAMML,SMALLMOUTHBASS,2,4
TR,2015,TRAMML,WALLEYE,2,2
TR,2015,VGN025,CISCO,2,65
TR,2015,VGN025,LAKETROUT,2,1
TR,2015,VGN032,CISCO,2,137
TR,2015,VGN038,CISCO,2,48
TR,2015,VGN038,LAKETROUT,2,2
TR,2015,VGN051,CISCO,2,40
TR,2015,VGN051,LAKETROUT,2,2
TR,2015,VGN051,LAKEWHITEFISH,2,3
TR,2015,VGN051,WALLEYE,2,1
TR,2015,VGN064,CISCO,2,6
TR,2015,VGN064,LAKETROUT,2,1
TR,2015,VGN064,LAKEWHITEFISH,2,1
TR,2015,VGN064,WALLEYE,2,1
TR,2015,VGN089,LAKETROUT,2,2
TR,2015,VGN089,LAKEWHITEFISH,2,5
TR,2015,VGN089,WALLEYE,2,1
TR,2016,BSEINE,COMMONSHINER,12,4
TR,2016,BSEINE,EMERALDSHINER,12,5
TR,2016,BSEINE,GOLDENSHINER,12,1
TR,2016,BSEINE,JOHNNYDARTER,12,2
TR,2016,BSEINE,LARGEMOUTHBASS,12,1
TR,2016,BSEINE,MIMICSHINER,12,127
TR,2016,BSEINE,MOTTLEDSCULPIN,12,1
TR,2016,BSEINE,TROUTPERCH,12,4
TR,2016,BSEINE,WHITESUCKER,12,2
TR,2016,BSEINE,YELLOWPERCH,12,241
TR,2016,CRAYTR,MIMICSHINER,18,1
TR,2016,ELFISH,BLUNTNOSEMINNOW,3,1
TR,2016,ELFISH,JOHNNYDARTER,3,2
TR,2016,ELFISH,LOGPERCH,3,7
TR,2016,ELFISH,MIMICSHINER,3,15
TR,2016,ELFISH,MOTTLEDSCULPIN,3,1
TR,2016,ELFISH,ROCKBASS,3,1
TR,2016,ELFISH,SMALLMOUTHBASS,3,11
TR,2016,ELFISH,TROUTPERCH,3,3
TR,2016,ELFISH,WALLEYE,3,16
TR,2016,ELFISH,WHITESUCKER,3,2
TR,2016,ELFISH,YELLOWPERCH,3,12
TR,2016,FYKNET,BLACKNOSESHINER,6,1
TR,2016,FYKNET,BLUEGILL,6,4
TR,2016,FYKNET,BLUNTNOSEMINNOW,6,2
TR,2016,FYKNET,COMMONSHINER,6,1
TR,2016,FYKNET,EMERALDSHINER,6,1
TR,2016,FYKNET,GOLDENSHINER,6,1
TR,2016,FYKNET,JOHNNYDARTER,6,2
TR,2016,FYKNET,LARGEMOUTHBASS,6,2
TR,2016,FYKNET,LOGPERCH,6,1
TR,2016,FYKNET,MIMICSHINER,6,678
TR,2016,FYKNET,NORTHERNPIKE,6,1
TR,2016,FYKNET,ROCKBASS,6,7
TR,2016,FYKNET,SMALLMOUTHBASS,6,9
TR,2016,FYKNET,TROUTPERCH,6,15
TR,2016,FYKNET,WHITESUCKER,6,4
TR,2016,FYKNET,YELLOWBULLHEAD,6,1
TR,2016,FYKNET,YELLOWPERCH,6,251
TR,2016,TRAMML,SMALLMOUTHBASS,2,8
TR,2016,TRAMML,WALLEYE,2,1
TR,2016,TRAMML,WHITESUCKER,2,2
TR,2016,VGN019,CISCO,2,1
TR,2016,VGN025,CISCO,2,52
TR,2016,VGN032,CISCO,2,65
TR,2016,VGN038,CISCO,2,84
TR,2016,VGN038,WALLEYE,2,1
TR,2016,VGN051,CISCO,2,41
TR,2016,VGN051,WALLEYE,2,1
TR,2016,VGN064,CISCO,2,12
TR,2016,VGN064,LAKETROUT,2,1
TR,2016,VGN064,LAKEWHITEFISH,2,5
TR,2016,VGN064,WALLEYE,2,1
TR,2016,VGN089,CISCO,2,1
TR,2016,VGN089,LAKETROUT,2,1
TR,2016,VGN089,LAKEWHITEFISH,2,8
TR,2017,BSEINE,FANTAILDARTER,12,1
TR,2017,BSEINE,JOHNNYDARTER,12,4
TR,2017,BSEINE,LOGPERCH,12,1
TR,2017,BSEINE,MIMICSHINER,12,28
TR,2017,BSEINE,MOTTLEDSCULPIN,12,1
TR,2017,BSEINE,ROCKBASS,12,1
TR,2017,BSEINE,TROUTPERCH,12,1
TR,2017,BSEINE,UNIDENTIFIED,12,1
TR,2017,BSEINE,WALLEYE,12,1
TR,2017,BSEINE,YELLOWPERCH,12,52
TR,2017,ELFISH,COMMONSHINER,3,2
TR,2017,ELFISH,JOHNNYDARTER,3,1
TR,2017,ELFISH,LOGPERCH,3,6
TR,2017,ELFISH,MIMICSHINER,3,14
TR,2017,ELFISH,MUSKELLUNGE,3,2
TR,2017,ELFISH,ROCKBASS,3,1
TR,2017,ELFISH,SMALLMOUTHBASS,3,10
TR,2017,ELFISH,TROUTPERCH,3,2
TR,2017,ELFISH,WALLEYE,3,36
TR,2017,ELFISH,WHITESUCKER,3,14
TR,2017,ELFISH,YELLOWPERCH,3,146
TR,2017,FYKNET,BLACKBULLHEAD,5,1
TR,2017,FYKNET,BLUNTNOSEMINNOW,5,89
TR,2017,FYKNET,CISCO,5,2
TR,2017,FYKNET,IOWADARTER,5,1
TR,2017,FYKNET,JOHNNYDARTER,5,2
TR,2017,FYKNET,LARGEMOUTHBASS,5,20
TR,2017,FYKNET,MIMICSHINER,5,268
TR,2017,FYKNET,MOTTLEDSCULPIN,5,6
TR,2017,FYKNET,PUMPKINSEED,5,1
TR,2017,FYKNET,ROCKBASS,5,38
TR,2017,FYKNET,SMALLMOUTHBASS,5,17
TR,2017,FYKNET,TROUTPERCH,5,3
TR,2017,FYKNET,UNIDENTIFIED,5,2
TR,2017,FYKNET,YELLOWPERCH,5,189
TR,2017,TRAMML,ROCKBASS,2,4
TR,2017,TRAMML,SHORTHEADREDHORS,2,3
TR,2017,TRAMML,WALLEYE,2,1
TR,2017,TRAMML,WHITESUCKER,2,1
TR,2017,TRAMML,YELLOWPERCH,2,6
TR,2017,VGN019,CISCO,2,45
TR,2017,VGN025,CISCO,2,1196
TR,2017,VGN025,LAKEWHITEFISH,2,1
TR,2017,VGN025,WALLEYE,2,1
TR,2017,VGN032,CISCO,2,273
TR,2017,VGN032,LAKETROUT,2,1
TR,2017,VGN038,CISCO,2,120
TR,2017,VGN038,LAKEWHITEFISH,2,2
TR,2017,VGN051,CISCO,2,46
TR,2017,VGN051,LAKETROUT,2,1
TR,2017,VGN051,LAKEWHITEFISH,2,5
TR,2017,VGN051,WALLEYE,2,4
TR,2017,VGN064,CISCO,2,9
TR,2017,VGN064,LAKETROUT,2,2
TR,2017,VGN064,LAKEWHITEFISH,2,5
TR,2017,VGN064,WALLEYE,2,4
TR,2017,VGN089,LAKEWHITEFISH,2,12
TR,2017,VGN089,WALLEYE,2,6
TR,2018,BSEINE,BLUNTNOSEMINNOW,12,14
TR,2018,BSEINE,COMMONCARP,12,1
TR,2018,BSEINE,GOLDENSHINER,12,2
TR,2018,BSEINE,JOHNNYDARTER,12,5
TR,2018,BSEINE,LARGEMOUTHBASS,12,1
TR,2018,BSEINE,MIMICSHINER,12,160
TR,2018,BSEINE,ROCKBASS,12,13
TR,2018,BSEINE,SMALLMOUTHBASS,12,2
TR,2018,BSEINE,TROUTPERCH,12,3
TR,2018,BSEINE,UNIDMINNOW,12,6
TR,2018,BSEINE,WHITESUCKER,12,2
TR,2018,BSEINE,YELLOWPERCH,12,328
TR,2018,CRAYTR,MIMICSHINER,18,12
TR,2018,CRAYTR,ROCKBASS,18,2
TR,2018,ELFISH,GREATERREDHORSE,3,2
TR,2018,ELFISH,MIMICSHINER,3,5
TR,2018,ELFISH,ROCKBASS,3,2
TR,2018,ELFISH,SMALLMOUTHBASS,3,2
TR,2018,ELFISH,WALLEYE,3,21
TR,2018,ELFISH,WHITESUCKER,3,2
TR,2018,ELFISH,YELLOWPERCH,3,4
TR,2018,FYKNET,BLACKCRAPPIE,6,1
TR,2018,FYKNET,BLUEGILL,6,19
TR,2018,FYKNET,BLUNTNOSEMINNOW,6,5
TR,2018,FYKNET,LARGEMOUTHBASS,6,12
TR,2018,FYKNET,MIMICSHINER,6,3
TR,2018,FYKNET,ROCKBASS,6,12
TR,2018,FYKNET,SMALLMOUTHBASS,6,272
TR,2018,FYKNET,WHITESUCKER,6,1
TR,2018,FYKNET,YELLOWBULLHEAD,6,3
TR,2018,FYKNET,YELLOWPERCH,6,137
TR,2018,TRAMML,SHORTHEADREDHORS,2,1
TR,2018,TRAMML,SMALLMOUTHBASS,2,5
TR,2018,TRAMML,WHITESUCKER,2,14
TR,2018,VGN019,CISCO,2,11
TR,2018,VGN025,CISCO,2,272
TR,2018,VGN032,CISCO,2,267
TR,2018,VGN038,CISCO,2,114
TR,2018,VGN038,LAKEWHITEFISH,2,1
TR,2018,VGN051,CISCO,2,31
TR,2018,VGN051,LAKEWHITEFISH,2,1
TR,2018,VGN051,WALLEYE,2,1
TR,2018,VGN064,CISCO,2,5
TR,2018,VGN064,LAKEWHITEFISH,2,4
TR,2018,VGN064,WALLEYE,2,3
TR,2018,VGN089,LAKEWHITEFISH,2,5
TR,2018,VGN089,WALLEYE,2,1
TR,2019,BSEINE,BLUNTNOSEMINNOW,12,1
TR,2019,BSEINE,JOHNNYDARTER,12,3
TR,2019,BSEINE,MIMICSHINER,12,213
TR,2019,BSEINE,MOTTLEDSCULPIN,12,1
TR,2019,BSEINE,SMALLMOUTHBASS,12,3
TR,2019,BSEINE,TROUTPERCH,12,2
TR,2019,BSEINE,UNIDENTIFIED,12,31
TR,2019,BSEINE,WALLEYE,12,3
TR,2019,BSEINE,YELLOWPERCH,12,120
TR,2019,CRAYTR,ROCKBASS,18,1
TR,2019,CRAYTR,SMALLMOUTHBASS,18,2
TR,2019,ELFISH,BLACKNOSESHINER,3,1
TR,2019,ELFISH,BRASSYMINNOW,3,1
TR,2019,ELFISH,GRASSPICKEREL,3,1
TR,2019,ELFISH,GREATERREDHORSE,3,1
TR,2019,ELFISH,LARGEMOUTHBASS,3,1
TR,2019,ELFISH,LOGPERCH,3,4
TR,2019,ELFISH,MIMICSHINER,3,24
TR,2019,ELFISH,NORTHERNPIKE,3,1
TR,2019,ELFISH,ROCKBASS,3,3
TR,2019,ELFISH,SMALLMOUTHBASS,3,18
TR,2019,ELFISH,WALLEYE,3,14
TR,2019,ELFISH,YELLOWPERCH,3,43
TR,2019,FYKNET,BLACKCRAPPIE,6,3
TR,2019,FYKNET,BLUEGILL,6,5
TR,2019,FYKNET,BLUNTNOSEMINNOW,6,2
TR,2019,FYKNET,LARGEMOUTHBASS,6,23
TR,2019,FYKNET,MIMICSHINER,6,7
TR,2019,FYKNET,MOTTLEDSCULPIN,6,1
TR,2019,FYKNET,ROCKBASS,6,17
TR,2019,FYKNET,SMALLMOUTHBASS,6,482
TR,2019,FYKNET,TROUTPERCH,6,3
TR,2019,FYKNET,YELLOWBULLHEAD,6,4
TR,2019,FYKNET,YELLOWPERCH,6,30
TR,2019,TRAMML,GREATERREDHORSE,2,3
TR,2019,TRAMML,SHORTHEADREDHORS,2,4
TR,2019,TRAMML,SMALLMOUTHBASS,2,2
TR,2019,TRAMML,WALLEYE,2,1
TR,2019,TRAMML,WHITESUCKER,2,4
TR,2019,VGN025,CISCO,2,82
TR,2019,VGN025,LAKETROUT,2,1
TR,2019,VGN032,CISCO,2,171
TR,2019,VGN038,CISCO,2,97
TR,2019,VGN038,LAKETROUT,2,1
TR,2019,VGN038,LAKEWHITEFISH,2,2
TR,2019,VGN051,CISCO,2,26
TR,2019,VGN064,CISCO,2,4
TR,2019,VGN064,LAKETROUT,2,1
TR,2019,VGN064,LAKEWHITEFISH,2,2
TR,2019,VGN064,WALLEYE,2,2
TR,2019,VGN089,LAKETROUT,2,2
TR,2019,VGN089,LAKEWHITEFISH,2,10
TR,2020,VGN019,CISCO,1,40
TR,2020,VGN025,CISCO,1,42
TR,2020,VGN032,CISCO,1,60
TR,2020,VGN032,LAKETROUT,1,1
TR,2020,VGN038,CISCO,1,73
TR,2020,VGN051,CISCO,1,5
TR,2020,VGN051,LAKETROUT,1,2
TR,2020,VGN064,CISCO,1,1
TR,2020,VGN064,LAKETROUT,1,1
TR,2020,VGN089,LAKEWHITEFISH,1,3
TR,2020,VGN089,WALLEYE,1,3
TR,2021,CRAYTR,SMALLMOUTHBASS,18,1
TR,2021,CRAYTR,YELLOWPERCH,18,1
TR,2021,FYKNET,BLACKCRAPPIE,6,1
TR,2021,FYKNET,BLUNTNOSEMINNOW,6,1
TR,2021,FYKNET,COMMONSHINER,6,1
TR,2021,FYKNET,LARGEMOUTHBASS,6,2
TR,2021,FYKNET,MIMICSHINER,6,4
TR,2021,FYKNET,MOTTLEDSCULPIN,6,1
TR,2021,FYKNET,ROCKBASS,6,10
TR,2021,FYKNET,SMALLMOUTHBASS,6,186
TR,2021,FYKNET,YELLOWBULLHEAD,6,6
TR,2021,FYKNET,YELLOWPERCH,6,139
TR,2021,TRAMML,GREATERREDHORSE,2,2
TR,2021,TRAMML,NORTHERNPIKE,2,1
TR,2021,TRAMML,SMALLMOUTHBASS,2,9
TR,2021,TRAMML,WHITESUCKER,2,6
TR,2021,VGN019,CISCO,2,6
TR,2021,VGN025,CISCO,2,107
TR,2021,VGN025,LAKETROUT,2,1
TR,2021,VGN032,CISCO,2,241
TR,2021,VGN038,CISCO,2,139
TR,2021,VGN038,LAKEWHITEFISH,2,1
TR,2021,VGN038,WALLEYE,2,2
TR,2021,VGN051,CISCO,2,41
TR,2021,VGN051,LAKETROUT,2,1
TR,2021,VGN051,LAKEWHITEFISH,2,2
TR,2021,VGN051,WALLEYE,2,4
TR,2021,VGN064,CISCO,2,1
TR,2021,VGN064,LAKEWHITEFISH,2,9
TR,2021,VGN064,WALLEYE,2,5
TR,2021,VGN089,LAKEWHITEFISH,2,7
TR,2021,VGN089,WALLEYE,2,5
TR,2022,CRAYTR,MIMICSHINER,18,1
TR,2022,CRAYTR,SMALLMOUTHBASS,18,1
TR,2022,ELFISH,GREATERREDHORSE,3,3
TR,2022,ELFISH,LOGPERCH,3,2
TR,2022,ELFISH,MIMICSHINER,3,8
TR,2022,ELFISH,ROCKBASS,3,2
TR,2022,ELFISH,SMALLMOUTHBASS,3,8
TR,2022,ELFISH,TROUTPERCH,3,4
TR,2022,ELFISH,WALLEYE,3,18
TR,2022,ELFISH,YELLOWPERCH,3,17
TR,2022,FYKNET,BLACKCRAPPIE,4,2
TR,2022,FYKNET,BLUEGILL,4,1
TR,2022,FYKNET,BROWNBULLHEAD,4,1
TR,2022,FYKNET,LARGEMOUTHBASS,4,2
TR,2022,FYKNET,MIMICSHINER,4,139
TR,2022,FYKNET,NORTHERNPIKE,4,1
TR,2022,FYKNET,PUMPKINSEED,4,1
TR,2022,FYKNET,ROCKBASS,4,9
TR,2022,FYKNET,SMALLMOUTHBASS,4,52
TR,2022,FYKNET,WHITESUCKER,4,1
TR,2022,FYKNET,YELLOWPERCH,4,4
TR,2022,TRAMML,GREATERREDHORSE,2,1
TR,2022,TRAMML,SMALLMOUTHBASS,2,12
TR,2022,TRAMML,WHITESUCKER,2,2
TR,2022,VGN019,CISCO,2,119
TR,2022,VGN025,CISCO,2,1715
TR,2022,VGN025,WALLEYE,2,1
TR,2022,VGN032,CISCO,2,85
TR,2022,VGN032,LAKETROUT,2,1
TR,2022,VGN038,CISCO,2,58
TR,2022,VGN038,WALLEYE,2,1
TR,2022,VGN051,CISCO,2,26
TR,2022,VGN051,LAKETROUT,2,1
TR,2022,VGN051,LAKEWHITEFISH,2,2
TR,2022,VGN051,WALLEYE,2,1
TR,2022,VGN064,CISCO,2,2
TR,2022,VGN064,LAKEWHITEFISH,2,6
TR,2022,VGN064,WALLEYE,2,2
TR,2022,VGN089,CISCO,2,1
TR,2022,VGN089,LAKETROUT,2,2
TR,2022,VGN089,LAKEWHITEFISH,2,4
TR,2022,VGN089,WALLEYE,2,3
TR,2023,CRAYTR,MIMICSHINER,18,1
TR,2023,ELFISH,FANTAILDARTER,3,1
TR,2023,ELFISH,LOGPERCH,3,7
TR,2023,ELFISH,MIMICSHINER,3,109
TR,2023,ELFISH,MUSKELLUNGE,3,1
TR,2023,ELFISH,ROCKBASS,3,4
TR,2023,ELFISH,SMALLMOUTHBASS,3,8
TR,2023,ELFISH,WALLEYE,3,19
TR,2023,ELFISH,YELLOWPERCH,3,30
TR,2023,FYKNET,BLUEGILL,6,7
TR,2023,FYKNET,LARGEMOUTHBASS,6,6
TR,2023,FYKNET,MIMICSHINER,6,114
TR,2023,FYKNET,PUMPKINSEED,6,3
TR,2023,FYKNET,ROCKBASS,6,39
TR,2023,FYKNET,SMALLMOUTHBASS,6,68
TR,2023,FYKNET,WHITESUCKER,6,3
TR,2023,FYKNET,YELLOWPERCH,6,55
TR,2023,TRAMML,SMALLMOUTHBASS,2,7
TR,2023,TRAMML,WHITESUCKER,2,3
TR,2023,VGN019,CISCO,2,7
TR,2023,VGN025,CISCO,2,77
TR,2023,VGN032,CISCO,2,447
TR,2023,VGN038,CISCO,2,116
TR,2023,VGN051,CISCO,2,24
TR,2023,VGN051,LAKEWHITEFISH,2,1
TR,2023,VGN051,WALLEYE,2,1
TR,2023,VGN064,CISCO,2,3
TR,2023,VGN064,LAKETROUT,2,1
TR,2023,VGN064,LAKEWHITEFISH,2,7
TR,2023,VGN064,WALLEYE,2,4
TR,2023,VGN089,LAKETROUT,2,2
TR,2023,VGN089,LAKEWHITEFISH,2,1
TR,2023,VGN089,WALLEYE,2,5
WI,1995,BSEINE,BLACKCRAPPIE,18,19
WI,1995,BSEINE,BLACKNOSESHINER,18,5
WI,1995,BSEINE,BLUEGILL,18,3394
WI,1995,BSEINE,BLUNTNOSEMINNOW,18,2114
WI,1995,BSEINE,BROOKSILVERSIDE,18,1026
WI,1995,BSEINE,GOLDENSHINER,18,242
WI,1995,BSEINE,LARGEMOUTHBASS,18,31
WI,1995,BSEINE,LARVALFISH,18,31
WI,1995,BSEINE,MUSKELLUNGE,18,5
WI,1995,BSEINE,PUMPKINSEED,18,59
WI,1995,BSEINE,UNIDMINNOW,18,1
WI,1995,BSEINE,UNIDSUNFISH,18,1360
WI,1995,BSEINE,YELLOWBULLHEAD,18,2
WI,1995,BSEINE,YELLOWPERCH,18,121
WI,1995,CRAYTR,BLACKCRAPPIE,30,18
WI,1995,CRAYTR,BLUEGILL,30,3
WI,1995,CRAYTR,PUMPKINSEED,30,1
WI,1995,CRAYTR,YELLOWPERCH,30,2
WI,1995,ELFISH,BLACKCRAPPIE,4,10
WI,1995,ELFISH,BLUEGILL,4,148
WI,1995,ELFISH,BLUNTNOSEMINNOW,4,2
WI,1995,ELFISH,BROOKSILVERSIDE,4,93
WI,1995,ELFISH,GOLDENSHINER,4,24
WI,1995,ELFISH,LARGEMOUTHBASS,4,43
WI,1995,ELFISH,MUSKELLUNGE,4,2
WI,1995,ELFISH,PUMPKINSEED,4,10
WI,1995,ELFISH,WHITESUCKER,4,1
WI,1995,ELFISH,YELLOWBULLHEAD,4,1
WI,1995,ELFISH,YELLOWPERCH,4,163
WI,1995,FYKNET,BLACKCRAPPIE,5,317
WI,1995,FYKNET,BLUEGILL,5,6
WI,1995,FYKNET,BLUNTNOSEMINNOW,5,197
WI,1995,FYKNET,LARGEMOUTHBASS,5,2
WI,1995,FYKNET,PUMPKINSEED,5,1
WI,1995,FYKNET,YELLOWPERCH,5,19
WI,1995,TRAMML,BLACKCRAPPIE,2,11
WI,1995,TRAMML,BLUEGILL,2,1
WI,1995,TRAMML,GOLDENSHINER,2,2
WI,1995,TRAMML,LARGEMOUTHBASS,2,1
WI,1995,TRAMML,SILVERPIKE,2,1
WI,1995,TRAMML,YELLOWPERCH,2,1
WI,1995,VGN019,BLACKCRAPPIE,2,5
WI,1995,VGN019,BLUNTNOSEMINNOW,2,3
WI,1995,VGN019,GOLDENSHINER,2,1
WI,1995,VGN019,LARGEMOUTHBASS,2,1
WI,1995,VGN019,WHITECRAPPIE,2,1
WI,1995,VGN025,GOLDENSHINER,2,83
WI,1995,VGN025,YELLOWPERCH,2,29
WI,1995,VGN032,GOLDENSHINER,2,34
WI,1995,VGN032,LARGEMOUTHBASS,2,1
WI,1995,VGN032,YELLOWPERCH,2,23
WI,1995,VGN038,BLACKCRAPPIE,2,1
WI,1995,VGN038,GOLDENSHINER,2,18
WI,1995,VGN038,LARGEMOUTHBASS,2,1
WI,1995,VGN038,YELLOWPERCH,2,9
WI,1995,VGN051,LARGEMOUTHBASS,2,1
WI,1995,VGN064,BLACKCRAPPIE,2,1
WI,1996,BSEINE,BLACKBULLHEAD,18,4
WI,1996,BSEINE,BLACKCHINSHINER,18,21
WI,1996,BSEINE,BLACKCRAPPIE,18,77
WI,1996,BSEINE,BLUEGILL,18,19181
WI,1996,BSEINE,BLUNTNOSEMINNOW,18,2991
WI,1996,BSEINE,BROOKSILVERSIDE,18,3690
WI,1996,BSEINE,GOLDENSHINER,18,1536
WI,1996,BSEINE,GREENPUMPHYBRID,18,5
WI,1996,BSEINE,GREENSUNFISH,18,1
WI,1996,BSEINE,LARGEMOUTHBASS,18,90
WI,1996,BSEINE,PUMPKINSEED,18,14
WI,1996,BSEINE,SMALLMOUTHBASS,18,19
WI,1996,BSEINE,UNIDSUNFISH,18,1
WI,1996,BSEINE,WHITECRAPPIE,18,5
WI,1996,BSEINE,YELLOWBULLHEAD,18,11
WI,1996,BSEINE,YELLOWPERCH,18,181
WI,1996,CRAYTR,BLUEGILL,23,51
WI,1996,CRAYTR,YELLOWPERCH,23,1
WI,1996,ELFISH,BLACKCRAPPIE,4,15
WI,1996,ELFISH,BLUEGILL,4,211
WI,1996,ELFISH,BLUNTNOSEMINNOW,4,26
WI,1996,ELFISH,BROOKSILVERSIDE,4,91
WI,1996,ELFISH,COMMONCARP,4,4
WI,1996,ELFISH,GOLDENSHINER,4,28
WI,1996,ELFISH,GREENPUMPHYBRID,4,1
WI,1996,ELFISH,GREENSUNFISH,4,2
WI,1996,ELFISH,LARGEMOUTHBASS,4,90
WI,1996,ELFISH,MUSKELLUNGE,4,2
WI,1996,ELFISH,PUMPKINSEED,4,8
WI,1996,ELFISH,WHITECRAPPIE,4,3
WI,1996,ELFISH,WHITESUCKER,4,1
WI,1996,ELFISH,YELLOWBULLHEAD,4,2
WI,1996,ELFISH,YELLOWPERCH,4,142
WI,1996,FYKNET,BLACKCHINSHINER,6,2
WI,1996,FYKNET,BLACKCRAPPIE,6,1
WI,1996,FYKNET,BLACKNOSESHINER,6,19
WI,1996,FYKNET,BLUEGILL,6,1780
WI,1996,FYKNET,BLUNTNOSEMINNOW,6,27
WI,1996,FYKNET,BROOKSILVERSIDE,6,3
WI,1996,FYKNET,COMMONSHINER,6,1
WI,1996,FYKNET,GOLDENSHINER,6,1
WI,1996,FYKNET,WHITECRAPPIE,6,1
WI,1996,TRAMML,BLACKCRAPPIE,2,1
WI,1996,TRAMML,BLUEGILL,2,15
WI,1996,TRAMML,COMMONCARP,2,2
WI,1996,TRAMML,LARGEMOUTHBASS,2,1
WI,1996,TRAMML,NORTHERNPIKE,2,2
WI,1996,TRAMML,WALLEYE,2,2
WI,1996,TRAMML,WHITECRAPPIE,2,3
WI,1996,VGN019,BLACKCHINSHINER,2,1
WI,1996,VGN019,BLACKCRAPPIE,2,31
WI,1996,VGN019,UNIDENTIFIED,2,1
WI,1996,VGN019,YELLOWPERCH,2,6
WI,1996,VGN025,GOLDENSHINER,2,2
WI,1996,VGN025,YELLOWPERCH,2,2
WI,1996,VGN032,GOLDENSHINER,2,23
WI,1996,VGN032,YELLOWPERCH,2,4
WI,1996,VGN038,BLUEGILL,2,1
WI,1996,VGN038,GOLDENSHINER,2,20
WI,1996,VGN038,YELLOWPERCH,2,7
WI,1996,VGN051,BLUEGILL,2,2
WI,1997,BSEINE,BGPUMPHYBRID,12,1
WI,1997,BSEINE,BLACKCHINSHINER,12,4
WI,1997,BSEINE,BLACKCRAPPIE,12,1
WI,1997,BSEINE,BLUEGILL,12,1307
WI,1997,BSEINE,BLUNTNOSEMINNOW,12,982
WI,1997,BSEINE,BROOKSILVERSIDE,12,2719
WI,1997,BSEINE,COMMONSHINER,12,33
WI,1997,BSEINE,GOLDENSHINER,12,2
WI,1997,BSEINE,LARGEMOUTHBASS,12,7
WI,1997,BSEINE,PUMPKINSEED,12,4
WI,1997,BSEINE,UNIDSUNFISH,12,1
WI,1997,BSEINE,WHITECRAPPIE,12,48
WI,1997,BSEINE,YELLOWBULLHEAD,12,4
WI,1997,BSEINE,YELLOWPERCH,12,65
WI,1997,CRAYTR,BLUEGILL,26,24
WI,1997,ELFISH,BLACKCRAPPIE,3,4
WI,1997,ELFISH,BLUEGILL,3,57
WI,1997,ELFISH,BLUNTNOSEMINNOW,3,1
WI,1997,ELFISH,BROOKSILVERSIDE,3,83
WI,1997,ELFISH,COMMONSHINER,3,3
WI,1997,ELFISH,GOLDENSHINER,3,15
WI,1997,ELFISH,LARGEMOUTHBASS,3,27
WI,1997,ELFISH,PUMPKINSEED,3,4
WI,1997,ELFISH,WHITECRAPPIE,3,2
WI,1997,ELFISH,YELLOWPERCH,3,11
WI,1997,FYKNET,BLACKCRAPPIE,6,2
WI,1997,FYKNET,BLUEGILL,6,328
