"lakeid","year4","sta","depth","taxon","nreps","avg_ind","stdev_ind","avg_ind_per_m2","stdev_ind_per_m2","avg_ind_per_m3","stdev_ind_per_m3"
"CR",2008,1,19,"LEPTODORA",5,158.8,104.79,202.19,133.42,10.64,7.02
"CR",2008,1,19,"MYSIS",5,0,0,0,0,0,0
"SP",2008,1,18,"CHAOBORUS LARVAE",5,25.6,21.59,32.59,27.49,1.81,1.53
"SP",2008,1,18,"CHAOBORUS PUPAE",5,4,6.03,5.09,7.68,0.28,0.43
"SP",2008,1,18,"LEPTODORA",5,58.2,25.75,74.1,32.78,4.12,1.82
"SP",2008,1,18,"MYSIS",5,0,0,0,0,0,0
"TB",2008,1,7,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2008,1,7,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2008,1,7,"LEPTODORA",5,0,0,0,0,0,0
"TB",2008,1,7,"MYSIS",5,0,0,0,0,0,0
"TR",2008,4,10,"CHAOBORUS LARVAE",3,80.33,12.04,102.28,15.33,10.23,1.53
"TR",2008,4,10,"CHAOBORUS PUPAE",3,19,5.89,24.19,7.5,2.42,0.75
"TR",2008,4,10,"LEPTODORA",3,103.67,45.64,131.99,58.11,13.2,5.81
"TR",2008,4,10,"MYSIS",3,0,0,0,0,0,0
"TR",2008,5,15,"CHAOBORUS LARVAE",3,66.67,22.88,84.88,29.13,5.66,1.94
"TR",2008,5,15,"CHAOBORUS PUPAE",3,24.67,11.73,31.41,14.93,2.09,1
"TR",2008,5,15,"LEPTODORA",3,140.33,42.52,178.68,54.14,11.91,3.61
"TR",2008,5,15,"MYSIS",3,54.33,2.05,69.18,2.62,4.61,0.17
"TR",2008,6,20,"CHAOBORUS LARVAE",3,86.67,25.75,110.35,32.78,5.52,1.64
"TR",2008,6,20,"CHAOBORUS PUPAE",3,13.67,4.78,17.4,6.09,0.87,0.3
"TR",2008,6,20,"LEPTODORA",3,127.67,25.22,162.55,32.12,8.13,1.61
"TR",2008,6,20,"MYSIS",3,80.67,4.19,102.71,5.33,5.14,0.27
"TR",2008,7,25,"CHAOBORUS LARVAE",3,58.67,6.94,74.7,8.84,2.99,0.35
"TR",2008,7,25,"CHAOBORUS PUPAE",3,51,13.74,64.94,17.49,2.6,0.7
"TR",2008,7,25,"LEPTODORA",3,119.33,28.66,151.94,36.49,6.08,1.46
"TR",2008,7,25,"MYSIS",3,65.67,4.92,83.61,6.27,3.34,0.25
"TR",2008,2,32,"CHAOBORUS LARVAE",5,85,18.02,108.23,22.95,3.38,0.72
"TR",2008,2,32,"CHAOBORUS PUPAE",5,34.6,16.79,44.05,21.38,1.38,0.67
"TR",2008,2,32,"LEPTODORA",5,88.6,5.2,112.81,6.62,3.53,0.21
"TR",2008,2,32,"MYSIS",5,34.2,27.09,43.54,34.49,1.36,1.08
"AL",2009,1,6,"CHAOBORUS LARVAE",5,1353.2,275.44,1722.95,350.7,287.16,58.45
"AL",2009,1,6,"CHAOBORUS PUPAE",5,2.8,1.17,3.57,1.48,0.59,0.25
"AL",2009,1,6,"LEPTODORA",5,68.4,26.42,87.09,33.64,14.51,5.61
"AL",2009,1,6,"MYSIS",5,0,0,0,0,0,0
"BM",2009,1,17,"CHAOBORUS LARVAE",5,192,56.84,244.46,72.38,14.38,4.26
"BM",2009,1,17,"CHAOBORUS PUPAE",5,24.4,7.28,31.07,9.27,1.83,0.55
"BM",2009,1,17,"LEPTODORA",5,0.6,0.8,0.76,1.02,0.04,0.06
"BM",2009,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2009,1,2,"CHAOBORUS LARVAE",5,24,6.23,30.56,7.93,15.28,3.97
"CB",2009,1,2,"CHAOBORUS PUPAE",5,8.8,4.53,11.2,5.77,5.6,2.89
"CB",2009,1,2,"LEPTODORA",5,11.2,11.6,14.26,14.77,7.13,7.38
"CB",2009,1,2,"MYSIS",5,0,0,0,0,0,0
"CR",2009,1,17,"CHAOBORUS LARVAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2009,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CR",2009,1,17,"LEPTODORA",5,45.8,23.74,58.31,30.22,3.43,1.78
"CR",2009,1,17,"MYSIS",5,0,0,0,0,0,0
"SP",2009,1,16,"CHAOBORUS LARVAE",5,1.4,0.49,1.78,0.62,0.11,0.04
"SP",2009,1,16,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2009,1,16,"LEPTODORA",5,23.2,8.06,29.54,10.26,1.85,0.64
"SP",2009,1,16,"MYSIS",5,0,0,0,0,0,0
"TB",2009,1,6,"CHAOBORUS LARVAE",5,1,1.1,1.27,1.39,0.21,0.23
"TB",2009,1,6,"CHAOBORUS PUPAE",5,0.8,1.17,1.02,1.48,0.17,0.25
"TB",2009,1,6,"LEPTODORA",5,0,0,0,0,0,0
"TB",2009,1,6,"MYSIS",5,0,0,0,0,0,0
"TR",2009,4,10,"CHAOBORUS LARVAE",3,49,17.38,62.39,22.13,6.24,2.21
"TR",2009,4,10,"CHAOBORUS PUPAE",3,77,73.56,98.04,93.66,9.8,9.37
"TR",2009,4,10,"LEPTODORA",3,500.67,92.31,637.47,117.54,63.75,11.75
"TR",2009,4,10,"MYSIS",3,6.33,8.96,8.06,11.4,0.81,1.14
"TR",2009,5,15,"CHAOBORUS LARVAE",3,56,6.98,71.3,8.88,4.75,0.59
"TR",2009,5,15,"CHAOBORUS PUPAE",3,50.33,21.04,64.09,26.8,4.27,1.79
"TR",2009,5,15,"LEPTODORA",3,471.33,59.56,600.12,75.84,40.01,5.06
"TR",2009,5,15,"MYSIS",3,16.67,15.33,21.22,19.51,1.41,1.3
"TR",2009,6,20,"CHAOBORUS LARVAE",3,43.33,22.48,55.17,28.63,2.76,1.43
"TR",2009,6,20,"CHAOBORUS PUPAE",3,47.33,7.59,60.27,9.66,3.01,0.48
"TR",2009,6,20,"LEPTODORA",3,451.33,78.27,574.66,99.66,28.73,4.98
"TR",2009,6,20,"MYSIS",3,165.67,33.21,210.93,42.28,10.55,2.11
"TR",2009,7,25,"CHAOBORUS LARVAE",3,30,10.61,38.2,13.51,1.53,0.54
"TR",2009,7,25,"CHAOBORUS PUPAE",3,11.33,2.36,14.43,3,0.58,0.12
"TR",2009,7,25,"LEPTODORA",3,237,43.3,301.76,55.13,12.07,2.21
"TR",2009,7,25,"MYSIS",3,72.67,6.94,92.52,8.84,3.7,0.35
"TR",2009,2,32,"CHAOBORUS LARVAE",5,55,14.1,70.03,17.95,2.19,0.56
"TR",2009,2,32,"CHAOBORUS PUPAE",5,43,28.12,54.75,35.8,1.71,1.12
"TR",2009,2,32,"LEPTODORA",5,113.6,51.16,144.64,65.15,4.52,2.04
"TR",2009,2,32,"MYSIS",5,0,0,0,0,0,0
"AL",2010,1,6,"CHAOBORUS LARVAE",5,1269.8,81.51,1616.76,103.79,269.46,17.3
"AL",2010,1,6,"CHAOBORUS PUPAE",5,25.2,8.16,32.09,10.39,5.35,1.73
"AL",2010,1,6,"LEPTODORA",5,54.6,16.4,69.52,20.88,11.59,3.48
"AL",2010,1,6,"MYSIS",5,0,0,0,0,0,0
"BM",2010,1,18,"CHAOBORUS LARVAE",5,164,40.11,208.81,51.08,11.6,2.84
"BM",2010,1,18,"CHAOBORUS PUPAE",5,29.8,12.35,37.94,15.73,2.11,0.87
"BM",2010,1,18,"LEPTODORA",5,20.2,5.38,25.72,6.85,1.43,0.38
"BM",2010,1,18,"MYSIS",5,0,0,0,0,0,0
"CB",2010,1,1,"CHAOBORUS LARVAE",5,37,22.67,47.11,28.87,47.11,28.87
"CB",2010,1,1,"CHAOBORUS PUPAE",5,0.8,0.75,1.02,0.95,1.02,0.95
"CB",2010,1,1,"LEPTODORA",5,0,0,0,0,0,0
"CB",2010,1,1,"MYSIS",5,0,0,0,0,0,0
"CR",2010,1,18,"CHAOBORUS LARVAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2010,1,18,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CR",2010,1,18,"LEPTODORA",5,169.6,9.39,215.94,11.96,12,0.66
"CR",2010,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2010,1,17,"CHAOBORUS LARVAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"SP",2010,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2010,1,17,"LEPTODORA",5,31.6,10.93,40.23,13.92,2.37,0.82
"SP",2010,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2010,1,6,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2010,1,6,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2010,1,6,"LEPTODORA",5,0,0,0,0,0,0
"TB",2010,1,6,"MYSIS",5,0,0,0,0,0,0
"TR",2010,4,10,"CHAOBORUS LARVAE",3,0.67,0.47,0.85,0.6,0.08,0.06
"TR",2010,4,10,"CHAOBORUS PUPAE",3,0.33,0.47,0.42,0.6,0.04,0.06
"TR",2010,4,10,"LEPTODORA",3,227,30.47,289.03,38.8,28.9,3.88
"TR",2010,4,10,"MYSIS",3,59.33,17.44,75.55,22.21,7.55,2.22
"TR",2010,5,15,"CHAOBORUS LARVAE",3,2.33,1.25,2.97,1.59,0.2,0.11
"TR",2010,5,15,"CHAOBORUS PUPAE",3,2.33,1.25,2.97,1.59,0.2,0.11
"TR",2010,5,15,"LEPTODORA",3,246,46.4,313.22,59.07,20.88,3.94
"TR",2010,5,15,"MYSIS",3,311.33,42.35,396.4,53.92,26.43,3.59
"TR",2010,6,20,"CHAOBORUS LARVAE",3,9,3.74,11.46,4.76,0.57,0.24
"TR",2010,6,20,"CHAOBORUS PUPAE",3,2.67,1.25,3.4,1.59,0.17,0.08
"TR",2010,6,20,"LEPTODORA",3,253.67,94.15,322.98,119.88,16.15,5.99
"TR",2010,6,20,"MYSIS",3,372,41.3,473.65,52.59,23.68,2.63
"TR",2010,7,25,"CHAOBORUS LARVAE",3,17,3.27,21.65,4.16,0.87,0.17
"TR",2010,7,25,"CHAOBORUS PUPAE",3,4.33,2.49,5.52,3.18,0.22,0.13
"TR",2010,7,25,"LEPTODORA",3,184.67,39.51,235.12,50.3,9.4,2.01
"TR",2010,7,25,"MYSIS",3,108.33,4.5,137.93,5.73,5.52,0.23
"TR",2010,2,32,"CHAOBORUS LARVAE",5,227.8,78.89,290.04,100.44,9.06,3.14
"TR",2010,2,32,"CHAOBORUS PUPAE",5,30.4,5.54,38.71,7.05,1.21,0.22
"TR",2010,2,32,"LEPTODORA",5,191.4,84.27,243.7,107.29,7.62,3.35
"TR",2010,2,32,"MYSIS",5,0,0,0,0,0,0
"AL",2011,1,5,"CHAOBORUS LARVAE",5,3299,858.33,4200.42,1092.85,840.08,218.57
"AL",2011,1,5,"CHAOBORUS PUPAE",5,754.2,186.21,960.28,237.09,192.06,47.42
"AL",2011,1,5,"LEPTODORA",5,0,0,0,0,0,0
"AL",2011,1,5,"MYSIS",5,0,0,0,0,0,0
"BM",2011,1,17,"CHAOBORUS LARVAE",5,47.2,14.08,60.1,17.92,3.54,1.05
"BM",2011,1,17,"CHAOBORUS PUPAE",5,21.6,5.82,27.5,7.41,1.62,0.44
"BM",2011,1,17,"LEPTODORA",5,192.6,57.05,245.23,72.64,14.43,4.27
"BM",2011,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2011,1,1,"CHAOBORUS LARVAE",5,115.6,81.4,147.19,103.64,147.19,103.64
"CB",2011,1,1,"CHAOBORUS PUPAE",5,0.4,0.8,0.51,1.02,0.51,1.02
"CB",2011,1,1,"LEPTODORA",5,0,0,0,0,0,0
"CB",2011,1,1,"MYSIS",5,0,0,0,0,0,0
"CR",2011,1,18,"CHAOBORUS LARVAE",3,10,7.12,12.73,9.06,0.71,0.5
"CR",2011,1,18,"CHAOBORUS PUPAE",3,0.33,0.47,0.42,0.6,0.02,0.03
"CR",2011,1,18,"LEPTODORA",5,476,54.67,606.06,69.61,33.67,3.87
"CR",2011,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2011,1,16,"CHAOBORUS LARVAE",5,1.4,1.02,1.78,1.3,0.11,0.08
"SP",2011,1,16,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.02,0.03
"SP",2011,1,16,"LEPTODORA",5,65.6,22.46,83.52,28.6,5.22,1.79
"SP",2011,1,16,"MYSIS",5,0,0,0,0,0,0
"TB",2011,1,6.5,"CHAOBORUS LARVAE",5,0.8,0.4,1.02,0.51,0.16,0.08
"TB",2011,1,6.5,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2011,1,6.5,"LEPTODORA",5,0,0,0,0,0,0
"TB",2011,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2011,4,10,"CHAOBORUS LARVAE",3,36,9.42,45.84,11.99,4.58,1.2
"TR",2011,4,10,"CHAOBORUS PUPAE",3,38.67,4.5,49.23,5.73,4.92,0.57
"TR",2011,4,10,"LEPTODORA",3,150.33,10.21,191.41,13,19.14,1.3
"TR",2011,4,10,"MYSIS",3,0.67,0.47,0.85,0.6,0.08,0.06
"TR",2011,5,15,"CHAOBORUS LARVAE",3,95,7.48,120.96,9.53,8.06,0.64
"TR",2011,5,15,"CHAOBORUS PUPAE",3,41,5.72,52.2,7.28,3.48,0.49
"TR",2011,5,15,"LEPTODORA",3,151.33,19.6,192.68,24.96,12.85,1.66
"TR",2011,5,15,"MYSIS",3,49.33,11.44,62.81,14.57,4.19,0.97
"TR",2011,6,20,"CHAOBORUS LARVAE",3,120.67,11.95,153.64,15.22,7.68,0.76
"TR",2011,6,20,"CHAOBORUS PUPAE",3,68.67,17.25,87.43,21.96,4.37,1.1
"TR",2011,6,20,"LEPTODORA",3,125.67,7.36,160,9.38,8,0.47
"TR",2011,6,20,"MYSIS",3,117.67,31.67,149.82,40.32,7.49,2.02
"TR",2011,7,25,"CHAOBORUS LARVAE",3,140,12.83,178.25,16.34,7.13,0.65
"TR",2011,7,25,"CHAOBORUS PUPAE",3,96,9.27,122.23,11.81,4.89,0.47
"TR",2011,7,25,"LEPTODORA",3,114.67,6.18,146,7.87,5.84,0.31
"TR",2011,7,25,"MYSIS",3,161.33,27.44,205.42,34.94,8.22,1.4
"TR",2011,2,32,"CHAOBORUS LARVAE",5,152.8,32.29,194.55,41.11,6.08,1.28
"TR",2011,2,32,"CHAOBORUS PUPAE",5,236.6,39.67,301.25,50.51,9.41,1.58
"TR",2011,2,32,"LEPTODORA",5,267.4,73.75,340.46,93.9,10.64,2.93
"TR",2011,2,32,"MYSIS",5,85.6,20.46,108.99,26.05,3.41,0.81
"AL",2012,1,6,"CHAOBORUS LARVAE",5,1723.6,465.41,2194.56,592.58,365.76,98.76
"AL",2012,1,6,"CHAOBORUS PUPAE",5,44.6,18.32,56.79,23.32,9.46,3.89
"AL",2012,1,6,"LEPTODORA",5,2.8,1.83,3.57,2.33,0.59,0.39
"AL",2012,1,6,"MYSIS",5,0,0,0,0,0,0
"BM",2012,1,17,"CHAOBORUS LARVAE",5,397.2,56.17,505.73,71.52,29.75,4.21
"BM",2012,1,17,"CHAOBORUS PUPAE",5,10.6,4.8,13.5,6.11,0.79,0.36
"BM",2012,1,17,"LEPTODORA",5,49.4,12.13,62.9,15.44,3.7,0.91
"BM",2012,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2012,1,1.75,"CHAOBORUS LARVAE",5,1590.6,793.06,2025.22,1009.75,1157.27,577
"CB",2012,1,1.75,"CHAOBORUS PUPAE",5,13.8,7.25,17.57,9.23,10.04,5.27
"CB",2012,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2012,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2012,1,17,"CHAOBORUS LARVAE",5,3.6,1.85,4.58,2.36,0.27,0.14
"CR",2012,1,17,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2012,1,17,"LEPTODORA",5,1851.8,381.12,2357.79,485.26,138.69,28.54
"CR",2012,1,17,"MYSIS",5,0,0,0,0,0,0
"SP",2012,1,17,"CHAOBORUS LARVAE",5,3,3.79,3.82,4.83,0.22,0.28
"SP",2012,1,17,"CHAOBORUS PUPAE",5,1.6,1.2,2.04,1.53,0.12,0.09
"SP",2012,1,17,"LEPTODORA",5,26.4,9.6,33.61,12.23,1.98,0.72
"SP",2012,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2012,1,6,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2012,1,6,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2012,1,6,"LEPTODORA",5,0,0,0,0,0,0
"TB",2012,1,6,"MYSIS",5,0,0,0,0,0,0
"TR",2012,4,10,"CHAOBORUS LARVAE",3,5.67,3.68,7.22,4.69,0.72,0.47
"TR",2012,4,10,"CHAOBORUS PUPAE",3,2.33,1.7,2.97,2.16,0.3,0.22
"TR",2012,4,10,"LEPTODORA",3,562.33,123.48,715.99,157.21,71.6,15.72
"TR",2012,4,10,"MYSIS",3,0,0,0,0,0,0
"TR",2012,5,15,"CHAOBORUS LARVAE",3,16.67,3.4,21.22,4.33,1.41,0.29
"TR",2012,5,15,"CHAOBORUS PUPAE",3,3,1.63,3.82,2.08,0.25,0.14
"TR",2012,5,15,"LEPTODORA",3,634,108.89,807.23,138.65,53.82,9.24
"TR",2012,5,15,"MYSIS",3,71.33,32.31,90.82,41.14,6.05,2.74
"TR",2012,6,20,"CHAOBORUS LARVAE",3,68.33,8.73,87,11.12,4.35,0.56
"TR",2012,6,20,"CHAOBORUS PUPAE",3,14.33,3.3,18.25,4.2,0.91,0.21
"TR",2012,6,20,"LEPTODORA",3,410,23.28,522.03,29.64,26.1,1.48
"TR",2012,6,20,"MYSIS",3,141,28.47,179.53,36.25,8.98,1.81
"TR",2012,7,25,"CHAOBORUS LARVAE",3,171,54.26,217.72,69.09,8.71,2.76
"TR",2012,7,25,"CHAOBORUS PUPAE",3,33.67,6.13,42.87,7.8,1.71,0.31
"TR",2012,7,25,"LEPTODORA",3,393.33,34.59,500.81,44.04,20.03,1.76
"TR",2012,7,25,"MYSIS",3,112.67,15.69,143.45,19.98,5.74,0.8
"TR",2012,2,32,"CHAOBORUS LARVAE",5,151.2,88.18,192.51,112.27,6.02,3.51
"TR",2012,2,32,"CHAOBORUS PUPAE",5,71.2,14.19,90.65,18.07,2.83,0.56
"TR",2012,2,32,"LEPTODORA",5,385.8,34.9,491.22,44.44,15.35,1.39
"TR",2012,2,32,"MYSIS",5,0.2,0.4,0.25,0.51,0.01,0.02
"AL",2013,1,6.5,"CHAOBORUS LARVAE",5,634.4,212.96,807.74,271.15,124.27,41.71
"AL",2013,1,6.5,"CHAOBORUS PUPAE",5,69.4,27.87,88.36,35.48,13.59,5.46
"AL",2013,1,6.5,"LEPTODORA",5,4.8,2.99,6.11,3.81,0.94,0.59
"AL",2013,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2013,1,18.5,"CHAOBORUS LARVAE",5,94.2,16.13,119.94,20.54,6.48,1.11
"BM",2013,1,18.5,"CHAOBORUS PUPAE",5,44.8,18.43,57.04,23.47,3.08,1.27
"BM",2013,1,18.5,"LEPTODORA",5,1.2,2.4,1.53,3.06,0.08,0.17
"BM",2013,1,18.5,"MYSIS",5,0,0,0,0,0,0
"CB",2013,1,1.75,"CHAOBORUS LARVAE",5,422.2,150.79,537.56,191.99,307.18,109.71
"CB",2013,1,1.75,"CHAOBORUS PUPAE",5,312.6,98.52,398.01,125.44,227.44,71.68
"CB",2013,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2013,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2013,1,17,"CHAOBORUS LARVAE",5,8,4.82,10.19,6.13,0.6,0.36
"CR",2013,1,17,"CHAOBORUS PUPAE",5,2.6,1.85,3.31,2.36,0.19,0.14
"CR",2013,1,17,"LEPTODORA",5,222.6,74.22,283.42,94.5,16.67,5.56
"CR",2013,1,17,"MYSIS",5,0,0,0,0,0,0
"SP",2013,1,17,"CHAOBORUS LARVAE",5,2,1.26,2.55,1.61,0.15,0.09
"SP",2013,1,17,"CHAOBORUS PUPAE",5,1.6,1.02,2.04,1.3,0.12,0.08
"SP",2013,1,17,"LEPTODORA",5,9.6,2.58,12.22,3.28,0.72,0.19
"SP",2013,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2013,1,6.5,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2013,1,6.5,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2013,1,6.5,"LEPTODORA",5,0,0,0,0,0,0
"TB",2013,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2013,4,10,"CHAOBORUS LARVAE",3,4,0.82,5.09,1.04,0.51,0.1
"TR",2013,4,10,"CHAOBORUS PUPAE",3,1.33,0.94,1.7,1.2,0.17,0.12
"TR",2013,4,10,"LEPTODORA",3,106.67,14.61,135.81,18.61,13.58,1.86
"TR",2013,4,10,"MYSIS",3,19,2.16,24.19,2.75,2.42,0.28
"TR",2013,5,15,"CHAOBORUS LARVAE",3,7.67,2.49,9.76,3.18,0.65,0.21
"TR",2013,5,15,"CHAOBORUS PUPAE",3,6.67,4.92,8.49,6.27,0.57,0.42
"TR",2013,5,15,"LEPTODORA",3,221.33,87.55,281.81,111.47,18.79,7.43
"TR",2013,5,15,"MYSIS",3,148,62.39,188.44,79.44,12.56,5.3
"TR",2013,6,20,"CHAOBORUS LARVAE",3,8,3.56,10.19,4.53,0.51,0.23
"TR",2013,6,20,"CHAOBORUS PUPAE",3,3,0.82,3.82,1.04,0.19,0.05
"TR",2013,6,20,"LEPTODORA",3,222.33,39.08,283.08,49.75,14.15,2.49
"TR",2013,6,20,"MYSIS",3,92.33,32.5,117.56,41.38,5.88,2.07
"TR",2013,7,25,"CHAOBORUS LARVAE",3,13.67,2.62,17.4,3.34,0.7,0.13
"TR",2013,7,25,"CHAOBORUS PUPAE",3,5,0.82,6.37,1.04,0.25,0.04
"TR",2013,7,25,"LEPTODORA",3,186,40.11,236.82,51.07,9.47,2.04
"TR",2013,7,25,"MYSIS",3,37,10.03,47.11,12.77,1.88,0.51
"TR",2013,2,32,"CHAOBORUS LARVAE",5,17.4,2.58,22.15,3.28,0.69,0.1
"TR",2013,2,32,"CHAOBORUS PUPAE",5,4.8,5.56,6.11,7.08,0.19,0.22
"TR",2013,2,32,"LEPTODORA",5,74.6,16.4,94.98,20.88,2.97,0.65
"TR",2013,2,32,"MYSIS",5,0.2,0.4,0.25,0.51,0.01,0.02
"AL",2014,1,7,"CHAOBORUS LARVAE",4,940.75,201.6,1197.8,256.68,171.11,36.67
"AL",2014,1,7,"CHAOBORUS PUPAE",4,32.5,6.02,41.38,7.67,5.91,1.1
"AL",2014,1,7,"LEPTODORA",4,3.25,0.43,4.14,0.55,0.59,0.08
"AL",2014,1,7,"MYSIS",4,0,0,0,0,0,0
"BM",2014,1,19,"CHAOBORUS LARVAE",5,98.2,16.07,125.03,20.46,6.58,1.08
"BM",2014,1,19,"CHAOBORUS PUPAE",5,1.4,1.02,1.78,1.3,0.09,0.07
"BM",2014,1,19,"LEPTODORA",5,12.6,4.41,16.04,5.61,0.84,0.3
"BM",2014,1,19,"MYSIS",5,0,0,0,0,0,0
"CB",2014,1,2,"CHAOBORUS LARVAE",5,82.8,48.26,105.42,61.44,52.71,30.72
"CB",2014,1,2,"CHAOBORUS PUPAE",5,38.8,21.78,49.4,27.73,24.7,13.86
"CB",2014,1,2,"LEPTODORA",5,0,0,0,0,0,0
"CB",2014,1,2,"MYSIS",5,0,0,0,0,0,0
"CR",2014,1,19,"CHAOBORUS LARVAE",5,5.4,2.24,6.88,2.86,0.36,0.15
"CR",2014,1,19,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2014,1,19,"LEPTODORA",5,542.8,177.93,691.11,226.55,36.37,11.92
"CR",2014,1,19,"MYSIS",5,0,0,0,0,0,0
"SP",2014,1,18,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"SP",2014,1,18,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2014,1,18,"LEPTODORA",5,14.6,7.31,18.59,9.31,1.03,0.52
"SP",2014,1,18,"MYSIS",5,0,0,0,0,0,0
"TB",2014,1,7,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2014,1,7,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2014,1,7,"LEPTODORA",5,0,0,0,0,0,0
"TB",2014,1,7,"MYSIS",5,0,0,0,0,0,0
"TR",2014,4,10,"CHAOBORUS LARVAE",3,1,1.41,1.27,1.8,0.13,0.18
"TR",2014,4,10,"CHAOBORUS PUPAE",3,7.33,1.7,9.34,2.16,0.93,0.22
"TR",2014,4,10,"LEPTODORA",3,431.67,106.56,549.62,135.68,54.96,13.57
"TR",2014,4,10,"MYSIS",3,33.67,36.88,42.87,46.96,4.29,4.7
"TR",2014,5,15,"CHAOBORUS LARVAE",3,6.67,0.47,8.49,0.6,0.57,0.04
"TR",2014,5,15,"CHAOBORUS PUPAE",3,7,2.16,8.91,2.75,0.59,0.18
"TR",2014,5,15,"LEPTODORA",3,945,194.29,1203.21,247.38,80.21,16.49
"TR",2014,5,15,"MYSIS",3,88,57.43,112.05,73.13,7.47,4.88
"TR",2014,6,20,"CHAOBORUS LARVAE",3,6.33,0.94,8.06,1.2,0.4,0.06
"TR",2014,6,20,"CHAOBORUS PUPAE",3,9.33,0.47,11.88,0.6,0.59,0.03
"TR",2014,6,20,"LEPTODORA",3,1126,246.24,1433.67,313.52,71.68,15.68
"TR",2014,6,20,"MYSIS",3,193,47.52,245.74,60.5,12.29,3.03
"TR",2014,7,25,"CHAOBORUS LARVAE",3,9,2.94,11.46,3.75,0.46,0.15
"TR",2014,7,25,"CHAOBORUS PUPAE",3,1.67,0.47,2.12,0.6,0.08,0.02
"TR",2014,7,25,"LEPTODORA",3,717,115.67,912.91,147.28,36.52,5.89
"TR",2014,7,25,"MYSIS",3,50.67,10.66,64.51,13.57,2.58,0.54
"TR",2014,2,32,"CHAOBORUS LARVAE",5,12.6,6.41,16.04,8.16,0.5,0.25
"TR",2014,2,32,"CHAOBORUS PUPAE",5,0.8,1.17,1.02,1.48,0.03,0.05
"TR",2014,2,32,"LEPTODORA",5,751.4,191.51,956.71,243.84,29.9,7.62
"TR",2014,2,32,"MYSIS",5,2.8,2.71,3.57,3.45,0.11,0.11
"AL",2015,1,6.5,"CHAOBORUS LARVAE",5,115,12.25,146.42,15.59,22.53,2.4
"AL",2015,1,6.5,"CHAOBORUS PUPAE",5,5,3.35,6.37,4.26,0.98,0.66
"AL",2015,1,6.5,"LEPTODORA",5,5,2.28,6.37,2.9,0.98,0.45
"AL",2015,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2015,1,17,"CHAOBORUS LARVAE",4,142.5,30.96,181.44,39.41,10.67,2.32
"BM",2015,1,17,"CHAOBORUS PUPAE",4,17.5,7.92,22.28,10.09,1.31,0.59
"BM",2015,1,17,"LEPTODORA",4,2.75,1.79,3.5,2.27,0.21,0.13
"BM",2015,1,17,"MYSIS",4,0,0,0,0,0,0
"CB",2015,1,1.75,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"CB",2015,1,1.75,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CB",2015,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2015,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2015,1,17,"CHAOBORUS LARVAE",5,0.8,0.4,1.02,0.51,0.06,0.03
